x,y
283.15,502.3
288.15,504.6
293.15,506.9
298.15,509.2
303.15,511.5
308.15,513.8
313.15,516.1
318.15,518.5
323.15,520.9
328.15,523.3
333.15,525.7
338.15,528.1
343.15,530.5
348.15,533.0
353.15,535.5
358.15,538.0
