x,y
296.2,320
300.2,320
304.2,320
308.2,321
312.2,323
316.2,324
320.2,326
324.2,327
328.2,329
332.2,331
336.2,334
340.2,336
344.2,339
348.2,341
352.2,344
356.2,347
360.2,350
364.2,353
368.2,357
372.2,360
