x,y
288.15,1249.1
293.15,1237.5
298.15,1226.0
303.15,1214.7
308.15,1203.6
313.15,1192.6
318.15,1181.6
323.15,1170.9
328.15,1160.2
333.15,1149.7
338.15,1139.2
343.15,1129.0
