x,y
293.15,1863.2
298.15,1850.9
303.15,1838.9
308.15,1827.0
313.15,1815.3
318.15,1803.7
323.15,1792.2
328.15,1780.9
333.15,1769.7
338.15,1758.7
343.15,1747.7
