x,y
293.15,1251.0
298.15,1240.0
303.15,1229.0
308.15,1218.0
313.15,1208.0
318.15,1197.0
323.15,1187.0
328.15,1176.0
333.15,1166.0
338.15,1156.0
343.15,1146.0
